GeneralAdvice+运动++,GeneralAdvice+治疗++	GeneralExplanation+问题++,GeneralExplanation+问题++
B+Explanation+问题+疾病	B+AdviceNot+饮食+饮食名	
I+Explanation+问题+疾病	I+AdviceNot+饮食+饮食名	
I+Explanation+问题+疾病	I+AdviceNot+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+问题+时间	B+AdviceNot+饮食+时间	
I+Advice+问题+时间	I+AdviceNot+饮食+时间	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+饮食+时间	
B+Advice+饮食+饮食名	I+Advice+饮食+时间	
I+Advice+饮食+饮食名	I+Advice+饮食+时间	
O	O	
B+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
O	O	
O	O	
O	O	
O	B+Advice+饮食+效果	
O	I+Advice+饮食+效果	
O	I+Advice+饮食+效果	
O	I+Advice+饮食+效果	
O	O	
O	B+Advice+饮食+效果	
B+Advice+治疗+检查项	I+Advice+饮食+效果	
I+Advice+治疗+检查项	I+Advice+饮食+效果	
O	O	
O	O	
O	O	
B+Advice+问题+时间	B+Advice+饮食+时间	
I+Advice+问题+时间	I+Advice+饮食+时间	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+饮食+效果	
O	I+Advice+饮食+效果	
O	I+Advice+饮食+效果	


none	AskWhy+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+症状部位	O	
I+Inform+问题+症状部位	B+Inform+饮食+饮食名	
I+Inform+问题+时间	I+Inform+饮食+饮食名	
O	I+Inform+饮食+饮食名	
B+Inform+问题+时间	B+Inform+饮食+时间	
I+Inform+问题+时间	I+Inform+饮食+时间	
O	I+Inform+饮食+时间	
O	I+Inform+饮食+时间	
B+Inform+问题+时间	I+Inform+饮食+时间	
I+Inform+问题+时间	I+Inform+饮食+时间	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	B+Inform+问题+血糖值	
O	O	
O	O	
B+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
I+AskForSure+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
B+Inform+问题+疾病	B+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
I+Inform+问题+疾病	I+Inform+问题+疾病	
B+AskHow+问题+症状	B+AskForSure+问题+症状	
I+AskHow+问题+症状	I+AskForSure+问题+症状	
B+AskHow+问题+症状	I+AskForSure+问题+症状	
I+Inform+问题+症状	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+药品	B+AskForSure+治疗+药品	
I+AskFor+治疗+药品	I+AskForSure+治疗+药品	
I+AskFor+治疗+药品	I+AskForSure+治疗+药品	
O	O	
O	O	
O	O	
O	O	
O	O	


none	AskWhy+++
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	B+Inform+问题+时间	
O	I+Inform+问题+时间	
B+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	O	
I+Inform+问题+血糖值	B+Inform+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+症状	O	
I+AskForSure+问题+症状	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+血糖值	O	
I+Explanation+问题+血糖值	O	
I+Explanation+问题+血糖值	O	
O	O	
O	O	
O	O	
B+Advice+运动+强度	O	
I+Advice+运动+强度	O	
B+Advice+运动+强度	O	
I+Advice+运动+强度	O	
O	O	


none	none
B+Advice+饮食+饮食量	O	
O	O	
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
I+Advice+饮食+饮食量	I+Advice+饮食+饮食量	
I+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	O	
I+Advice+饮食+饮食名	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	


	GeneralAdvice+运动++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
I+Advice+治疗+药品	O	
O	O	
O	O	
O	O	
B+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	


GeneralAdvice+饮食++,GeneralAdvice+运动++	GeneralAdvice+饮食++,GeneralAdvice+运动++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+治疗+用药量	
O	I+AskForSure+治疗+用药量	
O	O	
O	O	
B+Advice+饮食+饮食量	B+AskForSure+饮食+饮食量	
I+Advice+饮食+饮食量	I+AskForSure+饮食+饮食量	
B+Advice+饮食+饮食名	B+AskForSure+饮食+饮食名	
I+Advice+饮食+饮食名	I+AskForSure+饮食+饮食名	


AskFor+问题+时间+?	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	I+Advice+饮食+饮食名	
O	I+Advice+饮食+饮食名	
B+Advice+饮食+成分	O	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
O	O	
O	O	


	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


	AskFor+饮食+饮食名+?
B+AskHow+治疗+检查项	B+Inform+问题+症状	
I+AskHow+治疗+检查项	I+Inform+问题+症状	
I+AskHow+治疗+检查项	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	


none	Chitchat+++
B+Explanation+饮食+饮食名	O	
I+Explanation+饮食+饮食名	O	
I+Explanation+饮食+饮食名	O	
O	O	
O	O	
O	O	


none,GeneralAdvice+饮食++	none
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
B+Advice+饮食+饮食量	B+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	I+Advice+饮食+饮食量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+饮食+饮食名	
O	I+AdviceNot+饮食+饮食名	
O	I+AdviceNot+饮食+饮食名	
O	I+AdviceNot+饮食+饮食名	
O	O	
O	O	
O	O	
O	B+AdviceNot+饮食+饮食名	
O	I+AdviceNot+饮食+饮食名	
O	I+AdviceNot+饮食+饮食名	


none	AskFor+治疗+药品+?
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Inform+饮食+饮食名	O	
I+Inform+饮食+饮食名	O	
I+Inform+饮食+饮食名	O	
O	O	
B+AskForSure+饮食+饮食名	O	
I+Inform+问题+症状	O	
I+Inform+问题+症状	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskFor+问题+症状部位	
O	I+AskFor+问题+症状部位	
O	B+AskFor+问题+症状	
O	I+AskFor+问题+症状	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
B+Advice+行为+行为名	I+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+治疗+药品类型	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+症状部位	B+Inform+问题+症状部位	
I+Inform+问题+症状	I+Inform+问题+症状部位	
I+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	O	
B+Inform+问题+疾病	B+AskHow+行为+效果	
I+Inform+问题+症状	I+AskHow+行为+效果	
I+Inform+问题+症状	I+AskHow+行为+效果	
I+Inform+问题+症状	I+AskHow+行为+效果	
O	O	
B+Inform+问题+症状	B+Inform+问题+症状部位	
I+Inform+问题+症状	I+Inform+问题+症状部位	
O	O	
O	O	
O	O	
O	O	
O	B+Inform+治疗+治疗名	
O	I+Inform+治疗+治疗名	
B+Inform+问题+持续时长	B+Inform+治疗+时间	
I+Inform+问题+持续时长	I+Inform+治疗+时间	
I+Inform+问题+持续时长	I+Inform+治疗+时间	


none	none
B+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
I+Advice+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+成分	B+Advice+饮食+成分	
I+Advice+饮食+成分	I+Advice+饮食+成分	
I+Advice+饮食+成分	I+Advice+饮食+成分	
O	I+Advice+饮食+成分	
O	B+Advice+饮食+成份量	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
B+Advice+饮食+成分	B+Advice+饮食+饮食名	
I+Advice+饮食+成分	I+Advice+饮食+饮食名	


none	none
O	O	
O	O	
B+AdviceNot+行为+行为名	B+AdviceNot+行为+行为名	
I+AdviceNot+行为+行为名	I+AdviceNot+行为+行为名	
O	O	
B+Advice+行为+行为名	O	
O	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Explanation+行为+效果	O	
I+Explanation+行为+效果	O	
I+Explanation+行为+效果	O	
I+Explanation+行为+效果	O	
O	O	
O	O	
O	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+治疗+检查项	
B+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
O	I+Advice+治疗+检查项	
O	I+Advice+治疗+检查项	
O	I+Advice+治疗+检查项	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	I+Advice+治疗+检查项	
I+Advice+治疗+检查项	O	
O	O	


none	none
B+AskForSure+治疗+时间	B+Inform+治疗+时间	
I+Inform+问题+时间	I+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	B+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	
O	O	
B+AskForSure+治疗+检查项	B+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	I+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	O	
O	O	
O	O	
B+AskForSure+问题+症状	B+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	I+AskForSure+行为+行为名	
I+AskForSure+行为+行为名	B+AskForSure+行为+效果	
I+AskForSure+行为+行为名	I+AskForSure+行为+效果	
I+AskForSure+行为+行为名	I+AskForSure+行为+效果	


none	none
O	O	
O	O	
O	O	
B+AskForSure+问题+症状	B+Advice+行为+行为名	
I+AskForSure+问题+症状	I+Advice+行为+行为名	
I+AskForSure+问题+症状	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+AdviceNot+行为+行为名	
O	I+AdviceNot+行为+行为名	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+AdviceNot+行为+行为名	B+AdviceNot+行为+行为名	
I+AdviceNot+行为+行为名	I+AdviceNot+行为+行为名	
O	O	
O	O	
O	O	
B+AdviceNot+行为+行为名	B+AdviceNot+行为+行为名	
I+AdviceNot+行为+行为名	I+AdviceNot+行为+行为名	
O	O	
B+AdviceNot+行为+行为名	B+AdviceNot+行为+行为名	


none	none
B+Inform+问题+症状	B+Inform+问题+时间	
I+Inform+问题+症状	I+Inform+问题+时间	
I+Inform+问题+症状	I+Inform+问题+时间	
I+Inform+问题+症状	I+Inform+问题+时间	
I+Inform+问题+症状	I+Inform+问题+时间	
I+Inform+问题+症状	I+Inform+问题+时间	
I+Inform+问题+症状	B+Inform+问题+症状部位	
I+Inform+问题+症状	I+Inform+问题+症状部位	
I+Inform+问题+症状	O	
I+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
I+Inform+问题+症状	O	


AskFor+治疗+药品+?	AskFor+治疗+药品+?
B+Inform+问题+症状	B+Inform+问题+症状部位	
I+Inform+问题+症状	I+Inform+问题+症状部位	
I+Inform+问题+症状	B+Inform+问题+症状	
I+Inform+问题+症状	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	B+AskFor+治疗+效果	
O	I+AskFor+治疗+效果	
I+AskFor+治疗+效果	I+AskFor+治疗+效果	


none	none
B+AskForSure+问题+时间	B+AskForSure+行为+行为名	
I+AskForSure+问题+时间	I+AskForSure+行为+行为名	
O	O	
O	O	
B+AskForSure+问题+时间	B+AskForSure+行为+行为名	
I+AskForSure+问题+时间	I+AskForSure+行为+行为名	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	none
O	B+AskForSure+行为+行为名	
O	I+AskForSure+行为+行为名	
O	O	
O	O	
O	O	
O	B+AskForSure+行为+行为名	
O	I+AskForSure+行为+行为名	
O	O	


none	Assure+++
B+Advice+行为+行为名	O	
I+Advice+问题+时间	O	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
O	O	
O	O	


GeneralAdvice+饮食++	GeneralExplanation+问题++,GeneralExplanation+饮食++,GeneralExplanation+运动++,GeneralExplanation+治疗++,GeneralExplanation+行为++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	I+Explanation+治疗+药品	
O	O	
O	O	
O	O	
O	B+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	
O	I+Explanation+治疗+效果	


GeneralAdvice+饮食++,GeneralAdvice+运动++,GeneralAdvice+治疗++	none
O	B+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	O	
O	B+Explanation+问题+时间	
O	I+Explanation+问题+时间	
O	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	O	
O	B+Explanation+问题+血糖值	
O	I+Explanation+问题+血糖值	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+问题+状态	
O	I+Advice+问题+状态	
O	I+Advice+问题+状态	
O	I+Advice+问题+状态	
B+AskFor+问题+血糖值	I+Advice+问题+状态	
O	I+Advice+问题+状态	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	


none	GeneralExplanation+问题++
O	B+Advice+行为+频率	
O	B+Advice+行为+行为名	
B+Advice+治疗+检查项	I+Advice+行为+行为名	
I+Advice+治疗+检查项	I+Advice+行为+行为名	
O	O	
O	B+Advice+行为+频率	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	O	
O	O	
B+Advice+饮食+饮食名	B+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
I+Advice+饮食+饮食名	I+Advice+饮食+饮食名	
O	O	
O	O	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	O	
B+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+行为+行为名	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	
I+Advice+问题+症状	O	


none	none
O	O	
O	O	
O	O	
B+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
O	O	
O	O	
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	B+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	I+Inform+治疗+用药量	
O	O	
O	O	
O	O	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	


none	none
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	
O	O	
O	O	
O	B+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	
O	I+Inform+治疗+检查项	
I+Advice+治疗+检查项	I+Inform+治疗+检查项	
I+Advice+治疗+检查项	I+Inform+治疗+检查项	
O	O	
O	B+Inform+治疗+检查值	
O	O	
O	O	
O	B+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	I+Inform+问题+症状	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+问题+时间	
O	I+AskForSure+问题+时间	
O	I+AskForSure+问题+时间	
B+Inform+问题+症状部位	B+AskForSure+问题+症状部位	
I+Inform+问题+症状	I+AskForSure+问题+症状部位	
O	O	
B+AskHow+问题+症状	B+AskForSure+问题+症状	
I+Inform+问题+症状	I+AskForSure+问题+症状	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+Advice+行为+行为名	B+Advice+行为+行为名	
I+Advice+行为+行为名	I+Advice+行为+行为名	
O	O	
O	O	
O	O	
O	O	
O	B+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	
O	I+Advice+行为+行为名	


none	none
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+疾病	B+AskHow+治疗+药品	
I+AskForSure+问题+疾病	I+AskHow+治疗+药品	
I+AskForSure+问题+疾病	I+AskHow+治疗+药品	
O	O	
I+AskForSure+问题+疾病	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Accept+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
B+Advice+治疗+检查项	B+Advice+治疗+检查项	
I+Advice+问题+疾病	I+Advice+治疗+检查项	
O	O	
O	O	
B+AskForSure+问题+疾病	B+AskForSure+问题+疾病	
I+AskForSure+治疗+适应症	I+AskForSure+问题+疾病	
I+AskForSure+治疗+适应症	I+AskForSure+问题+疾病	
I+AskForSure+治疗+适应症	I+AskForSure+问题+疾病	
I+AskForSure+治疗+适应症	I+AskForSure+问题+疾病	
O	O	


none	Chitchat+++
O	O	
O	O	
B+AskForSure+治疗+效果	O	
I+AskForSure+治疗+效果	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B+AskForSure+治疗+治疗名	O	
I+AskForSure+治疗+治疗名	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Chitchat+++	Chitchat+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


Uncertain+++	Deny+++
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
O	O	
B+AskForSure+问题+疾病	B+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	
I+AskForSure+问题+疾病	I+AskForSure+问题+疾病	


none	Assure+++
I+Inform+问题+持续时长	O	
O	O	
B+Inform+问题+持续时长	B+Inform+问题+持续时长	
I+Inform+问题+持续时长	I+Inform+问题+持续时长	
O	O	


none	none
B+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
I+Inform+问题+时间	B+Inform+问题+时间	
I+Inform+问题+时间	I+Inform+问题+时间	
O	B+AskForSure+治疗+检查项	
O	I+AskForSure+治疗+检查项	
B+Inform+问题+血糖值	B+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
I+Inform+问题+血糖值	I+Inform+问题+血糖值	
O	O	
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	O	
O	O	
O	O	
B+Inform+治疗+药品	O	
I+Inform+治疗+药品	B+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
I+Inform+治疗+药品	I+Inform+治疗+药品	
O	O	
O	O	
O	O	
B+Inform+治疗+用药量	B+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
O	O	
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
B+Inform+治疗+时间	I+Inform+治疗+时间	
I+Inform+治疗+时间	I+Inform+治疗+时间	
O	O	
O	O	
B+Inform+治疗+用药量	B+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
I+Inform+治疗+用药量	I+Inform+治疗+用药量	
O	O	
O	B+Inform+治疗+时间	
O	I+Inform+治疗+时间	
O	O	
O	O	
O	O	
O	O	
B+Inform+治疗+时间	O	
I+Inform+治疗+用药量	O	
O	O	
O	O	
O	O	
O	O	
O	B+AskForSure+治疗+时间	
O	I+AskForSure+治疗+时间	
O	I+AskForSure+治疗+时间	
O	I+AskForSure+治疗+时间	
O	O	
O	O	
O	O	
O	O	
O	O	


GeneralExplanation+问题++	AskFor+基本信息+性别+?
O	B+Advice+运动+时间	
I+Advice+运动+时间	I+Advice+运动+时间	
O	I+Advice+运动+时间	
O	I+Advice+运动+时间	
O	I+Advice+运动+时间	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	


none	none
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	B+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
I+Explanation+问题+疾病	I+Explanation+问题+疾病	
O	O	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	O	
I+Explanation+问题+疾病	O	
O	O	
O	O	
O	O	
B+Explanation+问题+疾病	O	
